# Generated by generate_dummy_data.py on 2025-09-10T19:19:03.802143Z
id,meter_id,agent_id,status,estimated_time,assigned_at,completed_at,completion_notes,created_at,updated_at
13591294-8df6-4fda-9bc0-1ab60db86ee1,f327234d-3556-4302-ae97-68702285755f,3f68e10c-fb15-4bfa-a854-b3d4c457bb87,completed,90,2025-09-04T19:19:03.792716Z,2025-09-05T15:19:03.792716Z,Young however many.,2025-09-04T19:19:03.792716Z,2025-09-05T15:19:03.792716Z
6a179414-2653-4d6b-9ca5-d9f58ab68663,f580763d-0ef3-4a1b-bf53-32b094ded50b,3f68e10c-fb15-4bfa-a854-b3d4c457bb87,completed,90,2025-08-11T19:19:03.792734Z,2025-08-14T12:19:03.792734Z,,2025-08-11T19:19:03.792734Z,2025-08-14T12:19:03.792734Z
6e5ab9ba-18e0-49f6-b4b6-ed16dd350232,c8917cac-4533-48fa-976f-902d9686a2c1,88aab07d-65ad-43ca-95b4-81031d7605d0,pending,45,2025-06-12T19:19:03.792744Z,,,2025-06-12T19:19:03.792744Z,2025-06-12T19:19:03.792744Z
195b06c2-6598-4d06-85d1-657c31d9f3e4,426ebe01-d604-4289-beec-eac9a0cf933d,98096be2-ec9f-42cd-bec0-54f54b48c219,completed,15,2025-08-09T19:19:03.792756Z,2025-08-10T06:19:03.792756Z,,2025-08-09T19:19:03.792756Z,2025-08-10T06:19:03.792756Z
39b25fae-8914-4384-9f76-fafbc61fcd8d,6982e59d-b459-4334-ba8e-84dbd0d4c4b4,3f68e10c-fb15-4bfa-a854-b3d4c457bb87,pending,30,2025-09-03T19:19:03.792766Z,,,2025-09-03T19:19:03.792766Z,2025-09-03T19:19:03.792766Z
32e8870e-753d-4377-8d78-5389695bae39,2278d2e3-a8c9-40d4-a1fb-efe1133b6f7b,88aab07d-65ad-43ca-95b4-81031d7605d0,in_progress,30,2025-07-01T19:19:03.792774Z,,,2025-07-01T19:19:03.792774Z,2025-07-01T19:19:03.792774Z
4cf50226-5e21-4513-82c7-da034c9fef47,2409064e-d028-4f7c-8b32-06a2476380fb,4646944b-b09d-497d-bf6c-8cd5a9ece57f,completed,90,2025-08-18T19:19:03.792782Z,2025-08-19T20:19:03.792782Z,,2025-08-18T19:19:03.792782Z,2025-08-19T20:19:03.792782Z
33218765-8234-4e38-befb-9aaf540109d6,cc0e878f-817b-4be7-b600-74e8911a080b,98096be2-ec9f-42cd-bec0-54f54b48c219,cancelled,60,2025-06-24T19:19:03.792791Z,2025-06-25T19:19:03.792791Z,Assignment cancelled: Theory across nothing blue work.,2025-06-24T19:19:03.792791Z,2025-06-25T19:19:03.792791Z
99472cc4-38d4-466a-8c90-33ef576c58c3,30dbc74c-3c9e-491a-9cc3-c45c6acd5010,88aab07d-65ad-43ca-95b4-81031d7605d0,in_progress,120,2025-07-07T19:19:03.792810Z,,,2025-07-07T19:19:03.792810Z,2025-07-07T19:19:03.792810Z
51ec74de-12a7-489f-878f-0e60ccf912c5,62833521-fd8f-433c-866f-e01f7e604227,98096be2-ec9f-42cd-bec0-54f54b48c219,overdue,45,2025-08-11T19:19:03.792817Z,,,2025-08-11T19:19:03.792817Z,2025-08-11T19:19:03.792817Z
27310998-5c0f-40cf-b493-445dc2177ead,34c9fd11-f25e-4195-86c8-9838acc3dddb,98096be2-ec9f-42cd-bec0-54f54b48c219,completed,45,2025-08-12T19:19:03.792825Z,2025-08-12T21:19:03.792825Z,,2025-08-12T19:19:03.792825Z,2025-08-12T21:19:03.792825Z
0256c87a-5eb5-45c1-9112-6ca11d6df23f,30dbc74c-3c9e-491a-9cc3-c45c6acd5010,738b9849-27fd-4b11-9504-00b5daf86ced,in_progress,90,2025-08-29T19:19:03.792833Z,,,2025-08-29T19:19:03.792833Z,2025-08-29T19:19:03.792833Z
b20934a0-e84e-48bf-8eab-c46ea011d979,6b6891ee-59b6-48b0-8aa2-53477ee02ce6,98096be2-ec9f-42cd-bec0-54f54b48c219,pending,45,2025-07-22T19:19:03.792841Z,,,2025-07-22T19:19:03.792841Z,2025-07-22T19:19:03.792841Z
fa3df1e0-e173-4cd1-9d30-aa6974417166,46c55f3e-7208-45c6-9994-7191c7224e32,88aab07d-65ad-43ca-95b4-81031d7605d0,completed,120,2025-07-11T19:19:03.792850Z,2025-07-12T06:19:03.792850Z,,2025-07-11T19:19:03.792850Z,2025-07-12T06:19:03.792850Z
7b2facab-48d5-4a08-b169-0b3a4cbf0967,b6378054-bb57-4509-9691-a890a8b31a44,738b9849-27fd-4b11-9504-00b5daf86ced,in_progress,15,2025-08-07T19:19:03.792860Z,,,2025-08-07T19:19:03.792860Z,2025-08-07T19:19:03.792860Z
