# Generated by generate_dummy_data.py on 2025-09-10T19:19:03.797464Z
id,serial_number,address,location_id,meter_type,priority,status,last_reading,estimated_time,coordinates,owner,meter_metadata,created_at,updated_at
b6378054-bb57-4509-9691-a890a8b31a44,MTR-000011,659 Carol Overpass,0fefe927-09c2-4361-8c38-bd7924567024,digital,low,active,6008.91,15,SRID=4326;POINT(4.997976364381022 9.96419800461568),Rodriguez LLC,"{""manufacturer"": ""Siemens"", ""model"": ""DIG-2559"", ""meter_type"": ""digital"", ""voltage"": ""110V"", ""max_current"": ""100A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2024-03-22"", ""last_calibration"": ""2025-03-27"", ""installation_notes"": null}",2025-01-12T19:19:03.765782Z,2025-09-08T19:43:03.785595Z
f5a86266-1309-45e8-9a81-b25cb4af4831,MTR-000012,889 Allen Garden,63ee348e-baff-4d51-903d-d133c0d1a1e2,digital,low,active,9850.99,60,SRID=4326;POINT(3.9058538889523198 8.991050643860678),"Arroyo, Miller and Tucker","{""manufacturer"": ""Siemens"", ""model"": ""DIG-6731"", ""meter_type"": ""digital"", ""voltage"": ""110V"", ""max_current"": ""60A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2023-10-22"", ""last_calibration"": ""2025-07-23"", ""installation_notes"": null}",2023-06-07T19:19:03.765998Z,2025-09-10T19:41:03.787864Z
021bac62-3650-4157-b179-5e3affa6dbe2,MTR-000013,447 Tiffany Place,0fefe927-09c2-4361-8c38-bd7924567024,analog,medium,active,9733.38,45,SRID=4326;POINT(5.083537258397631 9.909748425764564),Anderson Group,"{""manufacturer"": ""Siemens"", ""model"": ""ANL-6697"", ""meter_type"": ""analog"", ""voltage"": ""380V"", ""max_current"": ""100A"", ""accuracy_class"": ""1.0"", ""installation_date"": ""2025-05-12"", ""last_calibration"": null, ""installation_notes"": null}",2023-09-12T19:19:03.766110Z,2025-09-08T20:03:03.783226Z
90c1579f-dd13-48ab-9971-346ce36606ba,MTR-000014,663 Joseph Well,83d70b87-3cfd-43ab-b6b2-37fa7bce7cbb,digital,low,active,1906.48,15,SRID=4326;POINT(3.542149877711775 8.516782424167488),"Henderson, Lewis and Ryan","{""manufacturer"": ""Schneider"", ""model"": ""DIG-4346"", ""meter_type"": ""digital"", ""voltage"": ""220V"", ""max_current"": ""60A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2022-12-24"", ""last_calibration"": ""2025-06-09"", ""installation_notes"": null}",2025-04-01T19:19:03.766314Z,2025-09-10T19:52:03.787845Z
42c0d1e6-8813-47c3-8db3-ad9fc29ab039,MTR-000015,980 Jennifer Locks,93fbe74e-ffa6-4ec9-a160-dcf41e77db09,analog,low,maintenance,9326.52,30,SRID=4326;POINT(4.582530596844728 9.463739105339329),"Santos, Kim and Holmes","{""manufacturer"": ""Itron"", ""model"": ""ANL-5979"", ""meter_type"": ""analog"", ""voltage"": ""220V"", ""max_current"": ""100A"", ""accuracy_class"": ""1.0"", ""installation_date"": ""2023-10-21"", ""last_calibration"": ""2025-04-11"", ""installation_notes"": ""Easy ask again network.""}",2025-01-31T19:19:03.766530Z,2025-09-05T19:26:03.786356Z
6a237d12-06cb-4107-a933-75045c76e8be,MTR-000016,173 Adrian Station,83d70b87-3cfd-43ab-b6b2-37fa7bce7cbb,digital,low,active,3067.63,45,SRID=4326;POINT(3.470694705697321 8.538592802951113),"Brown, Jones and Johnson","{""manufacturer"": ""Schneider"", ""model"": ""DIG-1633"", ""meter_type"": ""digital"", ""voltage"": ""380V"", ""max_current"": ""60A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2024-06-29"", ""last_calibration"": null, ""installation_notes"": null}",2023-03-18T19:19:03.766721Z,2025-08-20T19:59:03.782865Z
32c6d1d9-31b9-437b-90e0-c2956270a0cd,MTR-000017,345 Jones Freeway,0fefe927-09c2-4361-8c38-bd7924567024,analog,low,maintenance,5973.17,45,SRID=4326;POINT(5.098652186098906 9.99079326808043),Caldwell-Lewis,"{""manufacturer"": ""Itron"", ""model"": ""ANL-6660"", ""meter_type"": ""analog"", ""voltage"": ""380V"", ""max_current"": ""200A"", ""accuracy_class"": ""1.0"", ""installation_date"": ""2023-08-24"", ""last_calibration"": null, ""installation_notes"": null}",2024-12-04T19:19:03.766878Z,2025-08-26T19:43:03.785281Z
04d6dfdf-e420-432e-976b-630e2b1ada07,MTR-000018,952 Jennifer Ports,0fefe927-09c2-4361-8c38-bd7924567024,analog,low,active,1552.83,60,SRID=4326;POINT(5.008195419570958 10.071410130629562),"Kennedy, Mueller and Aguirre","{""manufacturer"": ""Schneider"", ""model"": ""ANL-1489"", ""meter_type"": ""analog"", ""voltage"": ""110V"", ""max_current"": ""200A"", ""accuracy_class"": ""1.0"", ""installation_date"": ""2024-07-14"", ""last_calibration"": null, ""installation_notes"": null}",2023-07-06T19:19:03.767068Z,2025-08-21T19:25:03.783202Z
f38c1138-651e-4d56-8a41-75dcb4aa08be,MTR-000019,150 Clinton Shoals,0fefe927-09c2-4361-8c38-bd7924567024,digital,low,active,8212.87,45,SRID=4326;POINT(5.064008384276445 9.924342216104572),Gomez-Jenkins,"{""manufacturer"": ""Siemens"", ""model"": ""DIG-5856"", ""meter_type"": ""digital"", ""voltage"": ""380V"", ""max_current"": ""100A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2025-03-11"", ""last_calibration"": ""2025-06-26"", ""installation_notes"": null}",2023-07-19T19:19:03.767218Z,2025-08-28T19:42:03.782234Z
b3264139-3243-4aa8-a24f-7265271d3aba,MTR-000020,152 Emily Rue,63ee348e-baff-4d51-903d-d133c0d1a1e2,analog,high,active,3431.8,45,SRID=4326;POINT(3.94605153180988 8.955734167088142),Brown Ltd,"{""manufacturer"": ""Schneider"", ""model"": ""ANL-3043"", ""meter_type"": ""analog"", ""voltage"": ""220V"", ""max_current"": ""100A"", ""accuracy_class"": ""1.0"", ""installation_date"": ""2025-03-04"", ""last_calibration"": ""2025-04-05"", ""installation_notes"": null}",2023-12-18T19:19:03.767327Z,2025-09-07T19:29:03.785445Z
21542f71-a510-468d-89d7-41cfe53913a5,MTR-000021,136 Mcbride Coves,40872c20-e900-40da-a897-0d99a5059410,digital,low,active,2724.23,45,SRID=4326;POINT(5.553149664723617 10.400438049232333),Lee PLC,"{""manufacturer"": ""Siemens"", ""model"": ""DIG-9211"", ""meter_type"": ""digital"", ""voltage"": ""380V"", ""max_current"": ""200A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2024-10-01"", ""last_calibration"": ""2025-03-26"", ""installation_notes"": null}",2024-08-24T19:19:03.767452Z,2025-09-10T20:13:03.783481Z
b64e95a1-7b55-432a-a13b-050753f57e1b,MTR-000022,35 Taylor Falls,40872c20-e900-40da-a897-0d99a5059410,digital,medium,active,7915.71,15,SRID=4326;POINT(5.489702933706689 10.418512287186052),Ford-Baxter,"{""manufacturer"": ""Honeywell"", ""model"": ""DIG-3811"", ""meter_type"": ""digital"", ""voltage"": ""110V"", ""max_current"": ""200A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2024-03-03"", ""last_calibration"": ""2025-07-10"", ""installation_notes"": null}",2025-08-14T19:19:03.767795Z,2025-09-03T20:06:03.783527Z
f57f8f23-fa8c-41e0-9816-5553db320a17,MTR-000023,146 Scott Wall,93fbe74e-ffa6-4ec9-a160-dcf41e77db09,digital,high,active,4547.36,15,SRID=4326;POINT(4.486554879860798 9.513145191914296),"Garcia, Pearson and Fernandez","{""manufacturer"": ""Landis+Gyr"", ""model"": ""DIG-5423"", ""meter_type"": ""digital"", ""voltage"": ""380V"", ""max_current"": ""100A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2025-03-14"", ""last_calibration"": ""2025-03-22"", ""installation_notes"": null}",2025-03-27T19:19:03.768025Z,2025-09-09T19:39:03.783103Z
2c598a7d-b01c-4a42-b200-b602b56e1270,MTR-000024,451 Tanya Terrace,93fbe74e-ffa6-4ec9-a160-dcf41e77db09,analog,high,inactive,9575.55,60,SRID=4326;POINT(4.575764856862703 9.584412022922583),Martin Group,"{""manufacturer"": ""Siemens"", ""model"": ""ANL-1482"", ""meter_type"": ""analog"", ""voltage"": ""220V"", ""max_current"": ""60A"", ""accuracy_class"": ""1.0"", ""installation_date"": ""2024-11-17"", ""last_calibration"": ""2024-10-09"", ""installation_notes"": ""Degree husband around her world enter six.""}",2023-05-25T19:19:03.768162Z,2025-09-07T20:18:03.785614Z
3d0e8fde-8330-4170-a3b0-31b55f39979f,MTR-000025,242 Mitchell Square,83d70b87-3cfd-43ab-b6b2-37fa7bce7cbb,digital,high,active,7682.45,45,SRID=4326;POINT(3.452822656648904 8.575304364698544),"Cowan, Peters and Higgins","{""manufacturer"": ""Landis+Gyr"", ""model"": ""DIG-8747"", ""meter_type"": ""digital"", ""voltage"": ""380V"", ""max_current"": ""100A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2025-05-31"", ""last_calibration"": ""2025-05-27"", ""installation_notes"": null}",2025-01-10T19:19:03.768387Z,2025-09-02T19:29:03.785641Z
426ebe01-d604-4289-beec-eac9a0cf933d,MTR-000026,372 James Forge,0fefe927-09c2-4361-8c38-bd7924567024,analog,high,active,1393.38,45,SRID=4326;POINT(4.952302512239725 10.073543484227452),Riley PLC,"{""manufacturer"": ""Siemens"", ""model"": ""ANL-2661"", ""meter_type"": ""analog"", ""voltage"": ""110V"", ""max_current"": ""60A"", ""accuracy_class"": ""1.0"", ""installation_date"": ""2025-06-03"", ""last_calibration"": null, ""installation_notes"": ""Security arm once me.""}",2024-04-13T19:19:03.768509Z,2025-08-25T19:29:03.787662Z
7c17d6b1-cc99-4074-b3eb-3bb3f7680f4b,MTR-000027,824 Brian Pass,63ee348e-baff-4d51-903d-d133c0d1a1e2,digital,low,active,8612.85,60,SRID=4326;POINT(3.9995985288738183 9.095526419355616),York Inc,"{""manufacturer"": ""Itron"", ""model"": ""DIG-1127"", ""meter_type"": ""digital"", ""voltage"": ""220V"", ""max_current"": ""200A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2025-08-20"", ""last_calibration"": ""2024-12-22"", ""installation_notes"": ""Attack technology identify walk now often always bank.""}",2023-01-22T19:19:03.768635Z,2025-08-15T19:32:03.782490Z
97ed999c-c96f-4153-bdef-4f7799765a49,MTR-000028,464 Donovan Ford,63ee348e-baff-4d51-903d-d133c0d1a1e2,digital,low,active,7246.74,30,SRID=4326;POINT(4.035656271921298 8.943906426080495),"Moran, Allen and Foster","{""manufacturer"": ""Schneider"", ""model"": ""DIG-1635"", ""meter_type"": ""digital"", ""voltage"": ""110V"", ""max_current"": ""200A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2023-12-09"", ""last_calibration"": ""2025-05-19"", ""installation_notes"": ""Lead upon very act perform.""}",2023-06-03T19:19:03.768870Z,2025-09-01T19:22:03.784631Z
cc0e878f-817b-4be7-b600-74e8911a080b,MTR-000029,242 Charles Forest,0fefe927-09c2-4361-8c38-bd7924567024,digital,medium,active,4636.33,30,SRID=4326;POINT(4.904561692401275 9.958705175369985),"Baker, Mahoney and Ibarra","{""manufacturer"": ""Siemens"", ""model"": ""DIG-3419"", ""meter_type"": ""digital"", ""voltage"": ""110V"", ""max_current"": ""200A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2025-05-20"", ""last_calibration"": ""2024-12-19"", ""installation_notes"": null}",2025-08-26T19:19:03.769081Z,2025-09-10T19:47:03.785426Z
08b1a6ce-8d74-4f76-9d21-8a73230d8238,MTR-000030,490 Mike Estate,40872c20-e900-40da-a897-0d99a5059410,digital,low,active,8022.88,15,SRID=4326;POINT(5.418068047300161 10.596007045256941),Bass-Warner,"{""manufacturer"": ""Landis+Gyr"", ""model"": ""DIG-3595"", ""meter_type"": ""digital"", ""voltage"": ""220V"", ""max_current"": ""100A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2024-01-29"", ""last_calibration"": null, ""installation_notes"": ""Worker southern more property never use billion there.""}",2023-08-17T19:19:03.769249Z,2025-09-03T19:49:03.787047Z
f327234d-3556-4302-ae97-68702285755f,MTR-000031,563 Wilson Coves,93fbe74e-ffa6-4ec9-a160-dcf41e77db09,analog,low,active,5631.58,15,SRID=4326;POINT(4.455791532549758 9.472534792858616),"Tran, Nelson and Jacobs","{""manufacturer"": ""Itron"", ""model"": ""ANL-4919"", ""meter_type"": ""analog"", ""voltage"": ""110V"", ""max_current"": ""200A"", ""accuracy_class"": ""1.0"", ""installation_date"": ""2023-02-07"", ""last_calibration"": null, ""installation_notes"": null}",2025-08-13T19:19:03.769474Z,2025-09-10T20:13:03.787480Z
24046d3d-f4f9-4c28-a332-86bc4fbdf15c,MTR-000032,806 Harris Roads,40872c20-e900-40da-a897-0d99a5059410,digital,medium,active,2462.12,15,SRID=4326;POINT(5.522839986666408 10.525288684241875),Wagner-King,"{""manufacturer"": ""Schneider"", ""model"": ""DIG-3088"", ""meter_type"": ""digital"", ""voltage"": ""380V"", ""max_current"": ""200A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2024-03-16"", ""last_calibration"": null, ""installation_notes"": ""Begin interest everybody.""}",2023-05-01T19:19:03.769656Z,2025-08-29T19:33:03.784779Z
b246afd5-b25c-44a7-b43b-8e47348ed56e,MTR-000033,313 Matthew Curve,83d70b87-3cfd-43ab-b6b2-37fa7bce7cbb,analog,low,active,2631.84,60,SRID=4326;POINT(3.531697501292373 8.480291907017264),"Whitney, Martin and Ramos","{""manufacturer"": ""Schneider"", ""model"": ""ANL-8243"", ""meter_type"": ""analog"", ""voltage"": ""380V"", ""max_current"": ""100A"", ""accuracy_class"": ""1.0"", ""installation_date"": ""2024-05-17"", ""last_calibration"": ""2024-11-16"", ""installation_notes"": null}",2025-06-04T19:19:03.769857Z,2025-09-07T19:51:03.786456Z
dda7a477-d490-40e6-9804-d5505f91b8d9,MTR-000034,472 Hoffman Creek,93fbe74e-ffa6-4ec9-a160-dcf41e77db09,digital,high,active,3671.9,30,SRID=4326;POINT(4.568999230045248 9.568779369703236),Landry Ltd,"{""manufacturer"": ""Schneider"", ""model"": ""DIG-7280"", ""meter_type"": ""digital"", ""voltage"": ""110V"", ""max_current"": ""100A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2024-10-28"", ""last_calibration"": ""2024-12-18"", ""installation_notes"": null}",2025-02-21T19:19:03.769983Z,2025-09-01T19:55:03.786436Z
2409064e-d028-4f7c-8b32-06a2476380fb,MTR-000035,216 Amy Village,93fbe74e-ffa6-4ec9-a160-dcf41e77db09,analog,critical,active,1321.57,15,SRID=4326;POINT(4.47429551823547 9.470653258161096),Aguilar-Hernandez,"{""manufacturer"": ""Siemens"", ""model"": ""ANL-4904"", ""meter_type"": ""analog"", ""voltage"": ""380V"", ""max_current"": ""100A"", ""accuracy_class"": ""1.0"", ""installation_date"": ""2024-07-24"", ""last_calibration"": ""2024-11-25"", ""installation_notes"": null}",2023-10-03T19:19:03.770142Z,2025-09-06T19:30:03.786265Z
0d7e49de-4048-4036-8c9e-6d65b1d04503,MTR-000036,32 Bobby Lakes,83d70b87-3cfd-43ab-b6b2-37fa7bce7cbb,digital,medium,inactive,1946.35,45,SRID=4326;POINT(3.5265398701498523 8.57300450943595),Nolan and Sons,"{""manufacturer"": ""Siemens"", ""model"": ""DIG-2121"", ""meter_type"": ""digital"", ""voltage"": ""380V"", ""max_current"": ""200A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2024-01-23"", ""last_calibration"": ""2024-09-15"", ""installation_notes"": null}",2023-01-29T19:19:03.770255Z,2025-09-01T19:33:03.782276Z
30dbc74c-3c9e-491a-9cc3-c45c6acd5010,MTR-000037,978 Elizabeth Knoll,63ee348e-baff-4d51-903d-d133c0d1a1e2,digital,low,active,6558.87,15,SRID=4326;POINT(3.9905158233945817 8.98267439730183),"Henson, Russell and Oliver","{""manufacturer"": ""Itron"", ""model"": ""DIG-9675"", ""meter_type"": ""digital"", ""voltage"": ""380V"", ""max_current"": ""100A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2024-02-08"", ""last_calibration"": null, ""installation_notes"": ""Understand door class son.""}",2024-06-06T19:19:03.770469Z,2025-09-08T19:21:03.786992Z
0491b1c2-6887-4db2-9627-2ce055593f95,MTR-000038,308 Nicole Burg,93fbe74e-ffa6-4ec9-a160-dcf41e77db09,digital,critical,active,9468.6,30,SRID=4326;POINT(4.512063331385264 9.433157263184217),Doyle LLC,"{""manufacturer"": ""Landis+Gyr"", ""model"": ""DIG-7193"", ""meter_type"": ""digital"", ""voltage"": ""110V"", ""max_current"": ""200A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2024-12-09"", ""last_calibration"": ""2024-11-15"", ""installation_notes"": null}",2024-07-19T19:19:03.770586Z,2025-09-09T20:18:03.785846Z
bf64066f-8afe-480b-8bfe-0d820fb0d946,MTR-000039,745 Pham Way,63ee348e-baff-4d51-903d-d133c0d1a1e2,digital,low,active,6846.78,30,SRID=4326;POINT(3.952083649760809 8.941836923141384),"Cochran, Adams and Cobb","{""manufacturer"": ""Schneider"", ""model"": ""DIG-4219"", ""meter_type"": ""digital"", ""voltage"": ""220V"", ""max_current"": ""100A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2025-08-29"", ""last_calibration"": ""2024-10-22"", ""installation_notes"": null}",2024-01-16T19:19:03.770853Z,2025-08-21T19:59:03.783076Z
d4ae1e47-677b-440a-a1b6-e59158ed41eb,MTR-000040,293 Patrick Camp,40872c20-e900-40da-a897-0d99a5059410,analog,low,active,4511.73,15,SRID=4326;POINT(5.4168528543816725 10.578374460126915),Walker-Velasquez,"{""manufacturer"": ""Landis+Gyr"", ""model"": ""ANL-4571"", ""meter_type"": ""analog"", ""voltage"": ""380V"", ""max_current"": ""100A"", ""accuracy_class"": ""1.0"", ""installation_date"": ""2024-10-02"", ""last_calibration"": ""2025-02-05"", ""installation_notes"": null}",2023-06-21T19:19:03.771040Z,2025-09-08T19:30:03.787524Z
fb38e862-f1de-4480-a52f-764385651a66,MTR-000041,464 Bailey View,83d70b87-3cfd-43ab-b6b2-37fa7bce7cbb,analog,high,inactive,7320.86,15,SRID=4326;POINT(3.561114952062489 8.53628887150367),Walker Ltd,"{""manufacturer"": ""Itron"", ""model"": ""ANL-5643"", ""meter_type"": ""analog"", ""voltage"": ""110V"", ""max_current"": ""60A"", ""accuracy_class"": ""1.0"", ""installation_date"": ""2023-12-19"", ""last_calibration"": ""2024-11-20"", ""installation_notes"": null}",2023-04-02T19:19:03.771214Z,2025-08-25T19:49:03.784954Z
269f2af0-74ed-4b76-8317-b1906c383b2e,MTR-000042,464 Raymond Harbors,63ee348e-baff-4d51-903d-d133c0d1a1e2,digital,low,active,3321.98,15,SRID=4326;POINT(3.9308753879090395 9.083785351170329),Rasmussen LLC,"{""manufacturer"": ""Schneider"", ""model"": ""DIG-4298"", ""meter_type"": ""digital"", ""voltage"": ""380V"", ""max_current"": ""200A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2025-07-07"", ""last_calibration"": null, ""installation_notes"": null}",2024-10-25T19:19:03.771329Z,2025-09-06T19:43:03.783317Z
862d0b56-514c-4755-96a1-cb70773d3ae8,MTR-000043,978 May Locks,40872c20-e900-40da-a897-0d99a5059410,analog,high,active,3717.65,30,SRID=4326;POINT(5.410577136931646 10.481148894141645),"Zavala, Herrera and Crosby","{""manufacturer"": ""Schneider"", ""model"": ""ANL-9816"", ""meter_type"": ""analog"", ""voltage"": ""380V"", ""max_current"": ""60A"", ""accuracy_class"": ""1.0"", ""installation_date"": ""2024-04-12"", ""last_calibration"": ""2025-05-18"", ""installation_notes"": null}",2025-06-06T19:19:03.771544Z,2025-09-10T20:12:03.784267Z
20f78045-a2cb-4c29-bee0-95247e73e876,MTR-000044,868 Natalie Green,40872c20-e900-40da-a897-0d99a5059410,digital,medium,active,2691.16,60,SRID=4326;POINT(5.42481929365769 10.53528673821654),Carpenter LLC,"{""manufacturer"": ""Siemens"", ""model"": ""DIG-5086"", ""meter_type"": ""digital"", ""voltage"": ""220V"", ""max_current"": ""100A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2024-06-28"", ""last_calibration"": ""2024-10-13"", ""installation_notes"": ""Board its rock.""}",2023-03-26T19:19:03.771669Z,2025-09-09T19:48:03.786684Z
41c5ba5b-243d-49a6-abc5-9bc06bc181d9,MTR-000045,855 Graham Pass,93fbe74e-ffa6-4ec9-a160-dcf41e77db09,digital,medium,active,3707.13,60,SRID=4326;POINT(4.589643578658734 9.588337439266464),Cruz PLC,"{""manufacturer"": ""Itron"", ""model"": ""DIG-3607"", ""meter_type"": ""digital"", ""voltage"": ""220V"", ""max_current"": ""200A"", ""accuracy_class"": ""0.5S"", ""installation_date"": ""2023-08-22"", ""last_calibration"": ""2025-01-23"", ""installation_notes"": null}",2024-09-17T19:19:03.771794Z,2025-09-03T19:42:03.785631Z
5d11d1f1-428c-489c-b2ec-2cd470d05ff0,MTR-000046,817 Jonathan Station,63ee348e-baff-4d51-903d-d133c0d1a1e2,analog,low,active,7655.23,30,SRID=4326;POINT(4.032071888721036 8.901689571898455),Smith-Frost,"{""manufacturer"": ""Itron"", ""model"": ""ANL-6510"", ""meter_type"": ""analog"", ""voltage"": ""380V"", ""max_current"": ""60A"", ""accuracy_class"": ""1.0"", ""installation_date"": ""2025-07-25"", ""last_calibration"": ""2024-09-15"", ""installation_notes"": null}",2024-02-25T19:19:03.772052Z,2025-09-10T20:10:03.783049Z
